id    la  content
00145  0  #퍼스널컬러 는 절대 어두워서 웜톤, 하얘서 쿨톤이 아니에여!!퍼스널컬러는 자신에게 어울리는 색을 말하는 것이기 때문에화장품에서 말하는 쿨톤 웜톤 개념와 헷갈리면 안됩니다!!직접 색들을 대보는 게 중요해요! 무슨 색이 어울리는지!!
00147  0  라이트 제외 비추!파데 지워짐, 물광 5분감바세린광 느낌이라 자칫 기름져보임피부가 모델처럼 깨끗하다면 시도해볼만하지만 그래도 1시간 유지하기 힘들 듯요. 화보촬영용인 거 같아요. 라이트는 두루두루 쓸만해서 추천함당 펄 지속력 나쁘지 않고 자연스러윰~~
00148  0  제가 진짜 #힌스 덕인데요..솔직히 말해서 그 힌스 웹상 발색이랑 똑같다고 하기는 힘들지만 비슷하긴해요!제형도 진짜 거의 다 부드럽고 각질부각 잘 안되고신경썼다는 느낌이 나기는 하는데!저는 갠적으로 힌스 트루모먼트는 웹 발색보다 좀 더 붉은 느낌? 이라 좀 아쉬웠는데 또 그런대로 예뻐서 잘 쓰고 있어요!!근데 프라임 추천
00151  0  완전 #기초 중에 기초 적어둔 팁 정리입니당!!!기초템들 고르는 법 더 궁금하신 부분있음 댓 남겨주세용진짜루 딱 맞는 거 찾기 힘들죠 ㅜㅜ 유튜버 추천템 말고 자기한테 맞는 거 찾아야댐요!!!!
00154  0  #이글립스 #에어핏파우더팩트강추에요! 가성비 짱! 진짜 곱게 발리구 답답한 느낌 없어요! 살짝 뽀얘지는 느낌이 있는데 하얘지는 느낌은 아니고 블러처리 된 느낌 👀
00156  0  참고참고
00157  0  #11번가 에서는 오늘 십일절이라구에뛰드 엄청 세일요!!제품 많으니깐 참고해서 득템하셔용!!!!!!!!
00159  0  약간 #글로우 는 제형은 쫀쫀하고 발랐을 때 투명한 느낌!!#비실크 는 자연스러운 커버력 뭉침없이 깨끗한 느낌!!#글로우 #지속력 은 예상외로 괜찮구 물론 비실크가 더 좋아요 ㅋㅋ하지만 속광 진짜 예뻐요
00189  0  이런 건 어때요??카카오톡 선물하기로 주시지는 않겠지만 이런걸로 사서 직접 주면 엄청 좋아할 것 같아요!!사실 논픽션이나 탬버린즈 이솝 이런 브랜드들에서 작은 제품으로 사거나, 아니먄 3ce 나 입생 틴트 같은 것들도 좋구요!!
00193  0  무조건 #뷰러 요!!속눈썹에 집착해서 뷰러 안챙기면 불안 불안쓰...그 휴대용 뷰러도 있긴한데 그거는 잘 안되는 것 같아서 좀 크긴해도 뷰러 꼭 챙깁니동!!!!!!
00194  0  저는 요즘같은 겨울철엔 무조건 #바세린 립밤이요!!!진짜 각질 다 없애주고 너무 좋아요
00195  0  #나스립밤 #히든플레져이 거 무조건 챙김!특히 저녁 약속이면 이걸로 눈쪽 섀도, 볼쪽 하이라이트, 입술 터치 하면 아주 살짝 핑크보라끼 돌면서 얼굴 반질반질 쁨쁨근데 이 컬러 단종인 거 같아서 애껴쓰는 중 ㅠㅠㅠㅠㅠㅜ
00199  0  찐 여쿨뮤트라면#롬앤 #페탈테슬 이 안 어울릴 수 없슴당 
00240  0  냉무
00241  0  10어분 울 다샤 언니 봐조여 제발 힙터짐 ㅠㅠㅠㅠ #다혜슈카
00244  0  피부과를 가세요....저도 진짜 여드름 고민이 정말 많았고여드름에 좋다하는 제품들 진짜 다 써봤지만피부과 다녀와서 6개월만에 해결완료했습니다..제가 다녀온 피부과 혹시나 궁금하시다면 아래 댓글 남겨주세요 공유해드리겠습니덩
00246  0  탬버린즈 팝업 전시 영상✨
00283  0  아무도 안 달아줘서 혼자 단다 ^^ 쌩얼엔 #맥 #루비우 다,다들 메모해
00285  0  맥 파우치에 문샷, 라카만 있는 건 좀 슬푸넹#문샷 #마이크로글래시핏 쿠션 완전 강추! 글래시핏인지는 잘 모르겠지만 ^^; 잘 머금 #라카 #비건립밤 모브컬러라 사봤는데 그냥 저냥 대충 쓸만한데 어케 만든 곤지 돌려서 립이 나오면 들어가지를 않음 ^^^^^
00286  0  헐!!!! 나두 탬버린즈 다녀왔는뎅!!! 나는 MULBERRY LEAVES  샀는데 향 찐탱 좋당!!!★★
00287  0  허거덩 #틴트 는요!!!!
00289  0  저는 #출근 할 때 메이크업 하는 데 10분이면 뚝딱입니다저만 이렇게 대충하는 거 아니죠!!!저 #생얼 도 공개했는데...,저 쓰는 제품 중에 궁금한 제품있으면 물어봐주세요!!!!!!완전 성의있게 클립으로 또 만들어서 올릴게요!!!!!!❤️❤️
00300  0  #라카네일#라카가을템으로 라카네일 추천드려요!
00320  0  화이트헤드는 각질제거가 답!님한테 맞는 방법과 주기 찾아야돼여전 바하가 잘 맞아서 바하 들어간걸로 각질 관리해욤#폴라초이스 #바하리퀴드각질제거제 쓰고 피부 광명 찾음용#디오디너리 제품도 좋아보이는데 아직 써보진 못했어요! 
00324  0  레오제이 징짜루 좋아합니다 ㅠㅠ이번에 가비랑 찍은 거 ㅌㅋㅋㅋㅋㅋ넘웃 ㅠ
00331  0  르라보 히노끼 진짜 좋아요!!!!! 저는 안가지고 있긴한데 ㅋㅋ큐ㅠㅠ카페 갔다가 카페 화장실에 있는 르라보 히노끼 향 너무 좋아서 저두 지금 쓰는 거 다 쓰면 바루 ~ 사러가려구영!!!!!!
00340  0  #멈칫 #멜팅핸드크림10대 동생이 선물로 줘서 마음만 고마워하고 사무실에 처박아두다가 썼는데 괜춘함. 비누냄새 조아하는 베리라면 👍 흡수될 때까지 좀 미끌거리는 건 👎 보습은 걍 괜춘 보습은 카밀이 짱인 듯
00344  0  아이메컵 진하게 못하는 이유 ^^ 쌍커플이 포인트고 아이라이너고 다 냠냐미 ~~~
00345  0  #문샷 #틴트핏블러 #웜베어벽돌 mlbb 인데 아주 누디한 핑크베이지 한 방울 들어간 너낌? 베이스로도 단독으로도 ㄱㅊ 쌩얼에 얇게 바르면 약깐 내추럴한 외쿡언니 느낌
00352  0  #논픽션논픽션 상탈크림 추천드려요ㅠㅠ
00368  0  근데 원래 저만 이렇게그냥 립스틱 냅다 절벽 만드는 건가요???어떻게 그렇게 예쁘게 바르세요 ㅜㅜ
00377  0  제 블랙헤드 담당 퇴치진들입니다~왼쪽에 밤으로 녹이고세안 후에 마스크팩으로 마무리하면 박멸되더라구요!
00379  0  #겨울에 꼭 필요한 #리얼베리어 익스트림크림
00386  0  8년째 쓰는 중! 남친이랑 같이 써요! 향 넘 조아서 바디워시랑 바디크림 롤러까지 사서 썼는데 바디워시랑 롤러는 단종됐더라구요ㅠㅠ단점은,, 향수 지속력이 약해요 ㅠㅠ 흑 롤러 다시 내주라쥬#키엘 #오리지널머스크
00391  0  생곰이 핸드워시🐻
00401  0  선물 받은 건데, 엄청 촉촉하고 좋아요. 백탁 현상도 없고.. 심지어 1+1 세일로 샀어요!! 😍😍 #선크림 #라운드랩 #자작나무수분선크림
00412  0  .
00414  0  #아이깨끗해 랑 #논픽션 같이 쓰는 편 ^^^
00415  0  겨울엔 #니베아 대용량 사고 시작!  틴케이스로 사서 만능으로 쓰긔라메* 크림이랑 성분 거의 유사하다는 썰이 있었죠,, 얼굴에도 씀니다 (피부타입=유전)
00417  0  문샷 레브 드 파리 아이섀도우 팔레트 왕추천이요 고혹미 장난 없음
00420  0  지금 사용하고 있는 메디힐 에센스 패드에요!!
00436  0  사촌언니피부과의사임. 화장품에 보습말고 뭘 더한다면 #레티놀 이라함 피부과 가서 스티바A 처방 받아 쓰면 가성비 짱이고 효과도 더 좋음 (의약품이라) 근데 난 스티바 쓰면 뒤집어져서 화장품 중에 찾아씀 처음에 적응하는 데 시간 좀 필요하고 (각질 탈락 난리남) 밤에만 발라야 함. #폴라초이스 추천! 공병 인증한당,, 이번에 #닥터디퍼런트 도전해볼라고 하는데 써보고 나중에 후기 올릴게
00439  0  님이 돈이 많다면 #키엘 #칼렌듈라 #토너 닥추. #진정템 킹정임 가격두 킹@@돈을 안 쓰면 귀찮음을 안고가야함 #알로에젤 을 한통 사서 씻자마자 두껍게 쳐발하고 머리를 말림. 흡수 안된 거 물세안이나 닦토하고 기초 진행 ㄱㄱ 난 #아로마티카 씀 이유는,, 예뽀소
00440  0  님이 건성이라면 #유세린 #하이알루론 라인에 도전하세요.나이트 크림 쓰는데 샘플로 #데이크림 받아서 써봣는게 갠적으로눈 좀 리치해서 가끔 팩하듯 사용했는데 진짜 보습쨩 건성이라면 넘 잘 쓸 듯!! 제형은 완전 꾸우우우더어억한 연고 바르는 느낌 흡수는 생각보다 빨라욧 
00444  0  며칠 전에도 썼는데 전 이거 좋더라고요. 그래도 건조할 때 동백 오일 추가!!
00446  0  탬버린즈 her추천드려용ㅎㅎ여리여리한향기인데 진짜오래가고 파우치에 넣고다니기 딱이예요ㅎㅎ
00449  0  더랩 바이 블랑두 그린 플라보노이드 2.5 패드
00455  0  #에뛰드 #픽싱틴트 ! 묻어남 거의 없고 벨벳 제형이에요, 가성비 좋고 이번에 재유랑 새로 색 낸고 넘 취저 더스티 베이지 샀는데 베이스 립으류 딱조음
00456  0  마지막엔 바디 & 탈모 & 냄새관리…
00458  0  #라네즈 #피토알렉신 #수분진정앰플올영에서 충동구매했는데 만족! 묽은 콧물 제형이구 흡수는 빠른 편은 아님. 흡수 되고 사알짝 끈적임 있어욧
00462  0  하세야 워터민트세럼인데 쫀쫀하고 수부지 피부에 찰떡이에용
00463  0  엄청 건조한 편인데 잘쓰고 있어요!!
00464  0  듀이트리 에이씨 컨트롤 딥 그린 카밍 패드 이거 진짜 좋아용진정+각질+쿨링 한번에 되는 제품입니다
00467  0  더마비 추천이요!!
00468  0  논픽션 바디로션추천드려욥!이 제품은 은은한 향때문에 아침에는 자연스러운 향수냄새같고 저녁에는 기분좋게 잠들수있어서 두통째쓰고있어요!💙
00471  0  롬앤 베리 베리 핑크워낙 유명하긴 하지만!!!⭐️⭐️⭐️13~17호 정도 쿠션 쓰는 여쿨라인데 요거 바르고 잘 어울린다는 얘기 들었어용!!!
00478  0  에스쁘아Pink me up 이랑 Hey bestie 완전 예뻐요 ㅜㅜㅜPink me up은 좀 더 진한데 벨벳 텍스처라서 진득한 느낌? 으로 발려요! 제형말고 색감이용!! ㅎㅎHey Bestie 는 완저니 하이틴 느낌이에요 샤인이라 물광느낌으로 발려거 발색이 안진한가?? 했는데그냥 착색이 대박이에요지워도 진짜 진하게 남아있어요!! 픽미업이 다 지워졌는데 남아있는 헤이 베스티,.. 둘 다 색감 여쿨라 찰떡으로 피부톤 밝혀줍니동..
00480  0  원래 제가 헤라 클렌징폼 잘 쓰구 있어서 당연히 화장품 잘 지워지겠지.. 하고 리뷰영상 찍었는데요!!!ㅌㅋㅋㅋㅋㅋ이렇게 테스트 해보니깐 아무리 박박 문질러도 안지워지더라구요.... 예전부터 화장 진하게 하면 꼭 쓰던 클렌징워터 썼더니 슥삭 잘지워져서 갑자기 클렌징 워터 리뷰로 노선전환 ㅋㅋㅋ클렌징워터는 유리아쥬 미셀라 클렌징워터입니당올리브영 원쁠원 세일할 때 쟁였어용..
00482  0  무조건 탬버린즈 사세요...ㅠㅠㅠ저는 향 다 맡아보고 샀는데다른 분들 많이 안쓰는 향 사고싶어서 000 안사고 MULBERRY LEAVES 샀어요!!향 진짜 강하고 거의 향수마냥 삭 퍼져요!!지속력은 음.. 1시간??은 가는 것 같아요 이번에 리미티드로 나왔던 게 향이 진짜로 좋았는데...ㅠㅠ 다 팔려가지궁...ㅠㅠㅠ이게 양이 진짜 많아서 생각해보면 진짜 진짜 저렴한 거구 ,, 넘무 좋아여 ㅜㅜㅜ 탬버린즈  쏘....굳....❤️
00486  0  문샷도 점점 성장해가는 브랜드쥬!!!!벨벳? 블러 틴트인데혹시 웜톤이시라면 왕찰떡이요!!이게 빛에 따라서 색이 좀 달라보이는데 약간 반짝이는 느낌도 있는 제품이에요!!혹시 웜톤 아니시라면 댓 남겨주세용.. 제가 더 신상 브랜드로 쿨톤 찰떡으로 찾아볼게용!🤓
00511  0  .
00516  0  #힌스 #트루디멘션래디언스밤 은 오때용??오일은 아니지만.. 이거 물과 메콥에 대박 찰떡이에유..
00518  0  헐 ㅋㅋ 앞에 님이랑 똑같이 저두 바세린이룡!!!!!
00520  0  향도 너무 좋고 촉촉해요!
00521  0  지금은 무쌍이 아니지만..무쌍 시절엔 진짜 속눈썹 바짝 올리고 풍성하게 보이는데 시간을 진짜 많이 썼어요!!! 인스타 스토리에서 옛날 영상 찾는데 얼굴이 보이는 게 별로 없어서... 영상엔 티가 별로 안나지만!! 실제로보면 속눈썹이 찐짜 중요합니다....
00522  0  이 영상 보세요 진짜!!핵심은 섀도우랑 아이라인이랑 어떻게 잘 풀어주느냐!!! 가무쌍 메이크업 할 때 안부어보이게 하는데 왕 중요해요
00535  0  홀리데이 에디션이구 나발이구 다 피료없다 샘플이 짱!! 세일과 사은품으로 느껴봅쉬다ㅋㅋ #키엘 #칼렌듈라토너 #홀리데이에디션 
00567  0  나스 리퀴드 블러쉬 추천
00575  0  저도 엄청 번지고 잘지워지는 눈이였는데 이거쓰고 사라졌어요!!
00585  0  일리윤 추천이요!
00592  0  #폰즈 #크리니크전 크리니크가 더 순한 느낌인데 가성비 생각하면 폰즈!!
00600  0  버츠비는 립트리트먼트긴 한데 쫀쫀하고 저는 손으로 안 바라고 그냥 뚜껑 열어서 입술 부비부비 해요ㅋㅋ 베리썸 플럼핑 립밤도 플렁핌 되먄서 쫀쫀합니당
00616  0  나름 꾸덕하고 사용하기 간편해서 추천합니다!
00617  0  BIODERMA Atoderm 립밥색은 하얀색이고 향도 좋아요🤤전 립밥 이것만 씁니당~~#바이오더마  #립밥
00632  0  혹쉬~~~어떤 제품인지 알려주실 수 있나용용???
00638  0  무조건 아이라이너는 #워터프루프 써야죠~~시스터앤꺼는 점막 그리기엔 추천!!발림성두 좋음 ㅋㅋ근데 꼬리는 비추
00642  0  피토트리 피토씨드 크림💧#진정크림 #수분크림 #수분크림추천 
00644  0  이번에 페리페라 새로 나온 잉크무드매트틴트에용! 발색 좋아요! 혹시 대체품이 될까 해서...ㅎ
00645  0  저 방금 사용한더에요 진짜! 진정에는 아이소이 응급스팟이 짱이에요
00646  0  바디판타지 웨딩데이 제 최애예요 ㅜㅜㅜ칭구들한테 선물로 주는 만만한 것 1위입니다 ㅋㅋㅋㅋ작성자님은 !! 바디판타지 바디미스트 뭘루 쓰세요??
00647  0  이건 진짜 찐으루 제가 많이 쓰는 건데요...!#리베르의 ‘사이sai’ 요!!!바디미스트는 아니고 #섬유향수이기는한데약간 따뜻하고 깨끗한 비누향이에요!!만약 상큼 달달 이런 느낌 좋아하시면 안좋아하실 수도...제가 밖이라 예전에 찍어뒀던 사진 속에서 찾았슴당 ㅎㅎ
00648  0  게스 걸 프래그런스 미스트를 씁니다..!!
00649  0  요정도 은은펄은 어떠세용~~~이글립스 플래쉬섀도우팔레트04 코랄마티니 에 있는 색상인데1 2 34 5 67 8 9 로 있는 팔레트에서6번 색상이 그 은은하고 고런 너낌~~2,8 색도 ㅇㅖ뽑니당~~~
00653  0  이니스프리 유채꿀립밤인데 쫀쫀탱탱해요😊
00654  0  오렌즈 러시안 스모키 그레이이국적이고 오묘한 혼혈렌즈로 추천해요.착용감도 편하고 블랙핑크 리사씨도 착용한 예쁘고 매력적인 렌즈랍니다.ㅎ_ㅎ
00655  0  페리페라 올테이크 무드팔레트 5호‘봄바람아 너는 계획이 있구나’ 봄라이트라서 진한 화장이 안 어울리는데 베이스섀도우도 많고 발색이 은은하게 올라가서 좋아용
00662  0  착용컷입니다. 하핫☺️
00689  0  웨이크메이크 철벽 브러쉬 아이라이너!수분에도, 유분에도 지워지지 않는 강력한 지속력의 제품이라, 요 아이 사용한 날은 아이라인 번질 걱정 할 필요가 없슈😘
00692  0  여름이라 한물 갔지만 그래도 최애라 공유해요💓오프라 코스메틱 로데오 드라이브 페이스& 바디 미스트!샴페인 골드 펄감을 담아 보기만 해도 빨려 들어갈 거 같은 영롱함이 매력 만점이에요✨어깨나 쇄골에 뿌리고 햇빛 받으면 저세상 글램함👍👍바디에 사용해도 예쁘지만, 메이크업 후 세팅 스프레이처럼 뿌려서 예쁜 글로우를 입히는 페이스 미스트 용으로도 추천!
00693  0  #필보이드 #퍼퓸오일 #대즐링피버 🖤첫 향은 축축한 습기 속에서도 청량함을 잃지 않는 풀냄새, 포근한 나무 냄새가 어우러져 온실이 떠오르고, 잔향은 바닐라리하게 끝나는, 전체적으로 폭신폭신 편안한 무드의 향이에요 #향수 #FILLVOID #dazzlingfever #perfume  
00695  0  저는 홀리카홀리카 굳세라 수퍼 세라마이드 크림!순둥한 성분과 꽉 찬 보습감으로 예민해진 피부에 찰떡이에요👍
00696  0  스틱타입은 아니지만 니들리 립 마스크 추천해용!입술에 코팅되는 느낌이라 보습감 오래유지되는데 끈적임없어서저는 나이트용으로도 자주 사용해요~자극도 없어서 요즘 최애 립밤입니당!!#니들리 #립마스크 #립밤 #립케어
00699  0  애즈이즈투비 선크림은 두 종류가 있는데 지성이시면 퓨어 미네랄 선크림 중건성 쪽이시면 그린티 모이스처 선블록 추천드려요!!! 둘 다 발림성이 너무 좋고 로션처럼 가볍게 바를 수 있을 뿐만 아니라 흡수도 잘되고 많이 하얘지지도 않아서 좋더라구요🤗#애즈이즈투비선크림 #선크림추천
00701  0  탬버린즈 핸드크림
00702  0  에크멀 쓰리디틴트 추천해요.물먹틴트인데 컬러, 지속력 좋고 촉촉하고 건조하지 않아 마스크속에서도 끄떡없네요~#에크멀 #쓰리디틴트 #에크멀틴트
00715  0  ㅇㅇ
00717  0  알립 테스트입니다
00718  0  알림 테스트입니다
00719  0  알립 테스트입니다
00720  0  알립 테스트입니다
00721  0  알립 테스트입니다
00722  0  알립 테스트입니다
00723  0  알립 테스트입니다
00724  0  알림 테스트입니다
00725  0  알림 테스트입니다
00741  0  알림 테스트입니다
00744  0  저도 겨울에 피부가 쉽게 건조해져서 이것저것 발라봤는데도 보습력이 그렇게 좋진 않았는데 니베아 나추럴리 굿 오트 바디로션 추천드려요 ! 건조한 피부용이라 보습력도 좋고 끈적임도 진짜없어요!! 향도 뭔가 처음 맡아보는 향인데 저한텐 잘 맞더라구용
00748  0  나스 오르가즘하고 디칸 피치리셔스 조합 너무 좋아요..♡ 핑크빛인데 좀더 데일리하다고 해야하나 제 픽이에요 ㅎㅎ
00749  0  은은한 라벤더 향이 매력적인 조말론 런던 위스테리아 앤 라벤더 코롱하고입생 리브르 오드 빠르펭도 정말 매력적이에요~가격대가 있는데 향수는 진짜 한번사면 주구장창 몇달은써가지고..ㅎㅎ추천드려요!!
00750  0  두눈렌즈 진주 그레이에요~눈동자 데일리하면서 찐 이쁘게만들어주는 일회용 렌즈인데그레이가 정말이뻐요 ㅠㅠ 
00753  0  루나 포뮬라 플래쉬 펜슬 이에요핑크빛 글리터가 자글자글하고 펜슬타입이라 손에 묻음없이 애교살에 바르기 정말 좋아요~
00754  0  부르조아 올웨이즈 패뷸러스 풀 커버리지 파운데이션 추천드려요:)수분 품은 오일 프리 제형으로 바를 때는 촉쵹💦하고, 픽싱은 흔들림 없이 단단해서 하루 종일 피부가 편안한 제품이에요:) 
00755  0  부르조아 올웨이즈 패뷸러스 풀 커버리지 파운데이션 추천드려요:)수분 품은 오일 프리 제형으로 바를 때는 촉쵹💦하고, 픽싱은 흔들림 없이 단단해서 하루 종일 피부가 편안한 제품이에요:)피부 요철과 칙칙함을 과하지 않게 보정해 화장 한 듯 안 한 듯 자연스럽게 예쁜 피부를 표현해 준다는 점이 요 제품의 가장 큰 장점!텁텁한 느낌 없이 
00757  0  ✨조성아 뷰티 마스터 브러쉬 M
00759  0  ✨캐트리스 트루 스킨 하이드레이팅 파운데이션 추천해요!! 겉보속촉 끝판왕이랄까 색상이 다양하지 않는게 흠인데 진짜 최근에 가장 맘에 들었던 파데 중 하나에요! 마스크 찍힘도 거의 없어요👍
00760  0  ✨블랙루즈 하프앤하프 워터벨벳 피넛 고소죄 + 칠리중독죄 조합 추천이요...! 웜톤 취향 저격 탕탕🔫🔫
00762  0  ✨블레스문 블랙홀 라스팅 워터프루프 아이라이너 완젼 추천이요!! 번짐 x 지속력 짱이에오ㅎㅎ
00764  0  가을 소프트 웜톤인 제가 즐겨 바르는 #3ce 립 조합이에요!! 살짝 연하게 메이크업하고 이 조합대로 바르면 청순청순✨#웜톤 #웜톤립 #웝톤립추천 #벨벳틴트 #3ce틴트 #틴트추천
00770  0  저는 페이스보다 바디가 굉장히 건조한 편이라 일리윤 울트라 리페어 로션 ‘매우 건조한 피부용’을 씁니다! 현재 3통째 쓰고 있어요!고보습이다 보니 살짝의 끈적임이 있긴 하지만 그만큼 촉촉하고 보습력이 높기 때문에 크게 신경은 안 쓰이는 거 같아요 🙂발림성 또한 촉촉하고 매끄럽게 발리구 향도 은은하게 좋아서 환절기, 겨울철마다 잘 바르는 제품이에요!#바디로션 #바디로션추천 #일리윤 #일리윤바디로션 #일리윤울트라리페어로션
00771  0  #힌스 #브로우쉐이퍼 #내돈내산 #실패후기#메이크업포에버 #아쿠아브로우 가 써본 거 중에 제일 좋았어요! 처음에만 적응하면 바르기도 쉽고, 꾸덕하지 않아서 안뭉치고 잘 발려요! 지속력도 좋음!
00776  0  싫은데 좋은 거 같구 가격때매 못버리는 #바비브라운 #세럼파운데이션 #세럼파데컬러 웜포슬린 바브 특유의 누런톤이고요. 건조해지면 생각나는데 쓸때마다 후회해요. 얘만 하는 대존예 피부표현이 있는데 피부 컨디션 따라 왔다갔다 완전 로또임 ㅠ장점 : 자연스러움, 세럼제형이 주는 촉촉함, 약간 유분이 올라오기 시작하면 피부표현 대존예단점 : 커버력 약함, 피부컨디션에 따라 들뜸 주름끼임 각질부각이 심함, 지속력이 별로임
00779  0  .
00781  0  홀리카홀리카 브로우코렉팅쉐이퍼요!타사 대비 결 고정력이 좋으면서 뭉침이나 텁텁함 없이 자연스러워서 추천드려요:D
00782  0  어퓨 파스텔블러셔 pk07로 넓게 깔아주고 중앙에 크리니크 멜론팝으로 톡톡 두드리면 진짜 인생조합이에여..❤️#블러셔
00786  0  어퓨 과즙팡틴트 CR05 상큼뽀짝자몽이에요💕#봄웜틴트
00788  0  어리틀템드💘
00790  0  베리썸 속눈썹 영양제요~!요기 브랜드 비건브랜드라서 자극없어서 편하게 쓰고 있는데저 2주정도 꾸준히 쓰는데확실히 속눈썹이 튼튼(?)해진 느낌이 나요~#베리썸 #속눈썹영양제
00791  0  더페이스샵 립글레이즈 추천해용!!물먹 탱글립이라서 진짜 촉촉하구요근데 신기하게도 이게 묻어남이 촉촉이인데도 잘 없더라구요!!👍저도 입술겨울에 건조해서 매트한거 못쓰는데이칭구 묻어남이 잘 없어서 잘 쓰는 템이에요~색상도 전체적으로 mlbb로 잘 나외ㅡㅆ어요!!😊#더페이스샵 #fmgt #립글레이즈 #촉촉립 #물먹립 #탱글립
00793  0  ✨미샤 초공진 채옴 에센스+크림 조합 완.전 추천이요...! 에센스가 크림의 무거움을 살짝 잡아줘서 둘 조합 너무 좋더라구요👍👍
00796  0  ✨어퓨 풀샷 글램 아이 글리터 
00799  0  저는 루나 소프트 포뮬라 펜슬이 제일 좋더라구요뭉침도 없는 편이고, 트러블이나 기미, 점 처럼 진한 잡티 국소 커버에 좋아요:)
00800  0  글리터는 포기 몬하죠😆저는 최근에 나온 글램 체인지 멀티 팔레트 6호 #앰버브론즈 !12구 중에 무려 7구가 글리터🎆🎆글리터 지분이 절반이 넘는, 이름 그대로 글램함 뿜뿜인 팔레트에요🧡
00801  0  파우더는 로라메르시에가 쵝오👍지방시 그냥그래요☹입자 곱고 텁텁함 없이 표현되는건 로라메르시에가 최고더라구요
00802  0  홀리카홀리카 래쉬 코렉팅 케어 에센셜 세럼도 좋아요:)눈시림 없고 유분 free라 비립종 걱정 제로!
00805  0  홀리카 홀리카 굳세라 수퍼 세라마이드 크림 추천드러요:)보습 짱짱하지만 피부 사이사이로 촘촘히 스며들어, 표면은 막상 끈적이거나 번들거리지 않아서 좋더라구요지금 공홈 1+1도 하고 있는걸로 알고 있어요!
00817  0  이즈앤트리 어니언 뉴페어 겔크림 추천드려요💜부드러운 진정 효과는 물론이고, 무겁지 않으면서도 쫀득한 보습감으로 속건조를 잘 잡아주더라구요💦바르면 수분감 금방 다 날아가 버리는 가벼운 겔크림 아녀요🙅‍♀️예-에민한 수부지 피부라면 단연 추천하고 싶은 아이템!!
00820  0  국소 보습 케어로는 홀리카 홀리카 퍼플콜라겐 안티링클 멀티밤 추천드려요💜보습감이 워낙 쫀쫀하고 진하다 보니 피부가 건조할 틈, 각질 생길 틈이 없더라구요👍
00823  0  .
00825  0  .
